INFO:ssgetpy.query:Found 2904 entries
INFO:ssgetpy.query:Downloading HB/bcsstk14 to /home/jb2695/.ssgetpy/MM/HB/bcsstk14
INFO:ssgetpy.query:Downloading HB/bcsstk15 to /home/jb2695/.ssgetpy/MM/HB/bcsstk15
INFO:ssgetpy.query:Downloading HB/bcsstk16 to /home/jb2695/.ssgetpy/MM/HB/bcsstk16
INFO:ssgetpy.query:Downloading HB/bcsstk17 to /home/jb2695/.ssgetpy/MM/HB/bcsstk17
INFO:ssgetpy.query:Downloading HB/bcsstk18 to /home/jb2695/.ssgetpy/MM/HB/bcsstk18
INFO:ssgetpy.query:Downloading HB/bcsstk19 to /home/jb2695/.ssgetpy/MM/HB/bcsstk19
INFO:ssgetpy.query:Downloading HB/bcsstk20 to /home/jb2695/.ssgetpy/MM/HB/bcsstk20
INFO:ssgetpy.query:Downloading HB/bcsstk21 to /home/jb2695/.ssgetpy/MM/HB/bcsstk21
INFO:ssgetpy.query:Downloading HB/bcsstk22 to /home/jb2695/.ssgetpy/MM/HB/bcsstk22
INFO:ssgetpy.query:Downloading HB/bcsstk23 to /home/jb2695/.ssgetpy/MM/HB/bcsstk23
INFO:ssgetpy.query:Downloading HB/bcsstk24 to /home/jb2695/.ssgetpy/MM/HB/bcsstk24
INFO:ssgetpy.query:Downloading HB/bcsstk25 to /home/jb2695/.ssgetpy/MM/HB/bcsstk25
INFO:ssgetpy.query:Downloading HB/bcsstk26 to /home/jb2695/.ssgetpy/MM/HB/bcsstk26
INFO:ssgetpy.query:Downloading HB/bcsstk27 to /home/jb2695/.ssgetpy/MM/HB/bcsstk27
INFO:ssgetpy.query:Downloading HB/bcsstk28 to /home/jb2695/.ssgetpy/MM/HB/bcsstk28
INFO:ssgetpy.query:Downloading HB/bcsstk29 to /home/jb2695/.ssgetpy/MM/HB/bcsstk29
INFO:ssgetpy.query:Downloading HB/bcsstk30 to /home/jb2695/.ssgetpy/MM/HB/bcsstk30
INFO:ssgetpy.query:Downloading HB/bcsstk31 to /home/jb2695/.ssgetpy/MM/HB/bcsstk31
INFO:ssgetpy.query:Downloading HB/bcsstk32 to /home/jb2695/.ssgetpy/MM/HB/bcsstk32
INFO:ssgetpy.query:Downloading HB/bcsstk33 to /home/jb2695/.ssgetpy/MM/HB/bcsstk33
INFO:ssgetpy.query:Downloading HB/bcsstm01 to /home/jb2695/.ssgetpy/MM/HB/bcsstm01
INFO:ssgetpy.query:Downloading HB/bcsstm02 to /home/jb2695/.ssgetpy/MM/HB/bcsstm02
INFO:ssgetpy.query:Downloading HB/bcsstm03 to /home/jb2695/.ssgetpy/MM/HB/bcsstm03
INFO:ssgetpy.query:Downloading HB/bcsstm04 to /home/jb2695/.ssgetpy/MM/HB/bcsstm04
INFO:ssgetpy.query:Downloading HB/bcsstm05 to /home/jb2695/.ssgetpy/MM/HB/bcsstm05
INFO:ssgetpy.query:Downloading HB/bcsstm06 to /home/jb2695/.ssgetpy/MM/HB/bcsstm06
INFO:ssgetpy.query:Downloading HB/bcsstm07 to /home/jb2695/.ssgetpy/MM/HB/bcsstm07
INFO:ssgetpy.query:Downloading HB/bcsstm08 to /home/jb2695/.ssgetpy/MM/HB/bcsstm08
INFO:ssgetpy.query:Downloading HB/bcsstm09 to /home/jb2695/.ssgetpy/MM/HB/bcsstm09
INFO:ssgetpy.query:Downloading HB/bcsstm10 to /home/jb2695/.ssgetpy/MM/HB/bcsstm10
INFO:ssgetpy.query:Downloading HB/bcsstm11 to /home/jb2695/.ssgetpy/MM/HB/bcsstm11
INFO:ssgetpy.query:Downloading HB/bcsstm12 to /home/jb2695/.ssgetpy/MM/HB/bcsstm12
INFO:ssgetpy.query:Downloading HB/bcsstm13 to /home/jb2695/.ssgetpy/MM/HB/bcsstm13
INFO:ssgetpy.query:Downloading HB/bcsstm19 to /home/jb2695/.ssgetpy/MM/HB/bcsstm19
INFO:ssgetpy.query:Downloading HB/bcsstm20 to /home/jb2695/.ssgetpy/MM/HB/bcsstm20
INFO:ssgetpy.query:Downloading HB/bcsstm21 to /home/jb2695/.ssgetpy/MM/HB/bcsstm21
INFO:ssgetpy.query:Downloading HB/bcsstm22 to /home/jb2695/.ssgetpy/MM/HB/bcsstm22
INFO:ssgetpy.query:Downloading HB/bcsstm23 to /home/jb2695/.ssgetpy/MM/HB/bcsstm23
INFO:ssgetpy.query:Downloading HB/bcsstm24 to /home/jb2695/.ssgetpy/MM/HB/bcsstm24
INFO:ssgetpy.query:Downloading HB/bcsstm25 to /home/jb2695/.ssgetpy/MM/HB/bcsstm25
INFO:ssgetpy.query:Downloading HB/bcsstm26 to /home/jb2695/.ssgetpy/MM/HB/bcsstm26
INFO:ssgetpy.query:Downloading HB/bcsstm27 to /home/jb2695/.ssgetpy/MM/HB/bcsstm27
INFO:ssgetpy.query:Downloading HB/beacxc to /home/jb2695/.ssgetpy/MM/HB/beacxc
INFO:ssgetpy.query:Downloading HB/beaflw to /home/jb2695/.ssgetpy/MM/HB/beaflw
INFO:ssgetpy.query:Downloading HB/beause to /home/jb2695/.ssgetpy/MM/HB/beause
INFO:ssgetpy.query:Downloading HB/blckhole to /home/jb2695/.ssgetpy/MM/HB/blckhole
INFO:ssgetpy.query:Downloading HB/bp_0 to /home/jb2695/.ssgetpy/MM/HB/bp_0
INFO:ssgetpy.query:Downloading HB/bp_1000 to /home/jb2695/.ssgetpy/MM/HB/bp_1000
INFO:ssgetpy.query:Downloading HB/bp_1200 to /home/jb2695/.ssgetpy/MM/HB/bp_1200
INFO:ssgetpy.query:Downloading HB/bp_1400 to /home/jb2695/.ssgetpy/MM/HB/bp_1400
INFO:ssgetpy.query:Downloading HB/bp_1600 to /home/jb2695/.ssgetpy/MM/HB/bp_1600
INFO:ssgetpy.query:Downloading HB/bp_200 to /home/jb2695/.ssgetpy/MM/HB/bp_200
INFO:ssgetpy.query:Downloading HB/bp_400 to /home/jb2695/.ssgetpy/MM/HB/bp_400
INFO:ssgetpy.query:Downloading HB/bp_600 to /home/jb2695/.ssgetpy/MM/HB/bp_600
INFO:ssgetpy.query:Downloading HB/bp_800 to /home/jb2695/.ssgetpy/MM/HB/bp_800
INFO:ssgetpy.query:Downloading HB/can_1054 to /home/jb2695/.ssgetpy/MM/HB/can_1054
INFO:ssgetpy.query:Downloading HB/can_1072 to /home/jb2695/.ssgetpy/MM/HB/can_1072
INFO:ssgetpy.query:Downloading HB/can_144 to /home/jb2695/.ssgetpy/MM/HB/can_144
INFO:ssgetpy.query:Downloading HB/can_161 to /home/jb2695/.ssgetpy/MM/HB/can_161
INFO:ssgetpy.query:Downloading HB/can_187 to /home/jb2695/.ssgetpy/MM/HB/can_187
INFO:ssgetpy.query:Downloading HB/can_229 to /home/jb2695/.ssgetpy/MM/HB/can_229
INFO:ssgetpy.query:Downloading HB/can_24 to /home/jb2695/.ssgetpy/MM/HB/can_24
INFO:ssgetpy.query:Downloading HB/can_256 to /home/jb2695/.ssgetpy/MM/HB/can_256
INFO:ssgetpy.query:Downloading HB/can_268 to /home/jb2695/.ssgetpy/MM/HB/can_268
INFO:ssgetpy.query:Downloading HB/can_292 to /home/jb2695/.ssgetpy/MM/HB/can_292
INFO:ssgetpy.query:Downloading HB/can_445 to /home/jb2695/.ssgetpy/MM/HB/can_445
INFO:ssgetpy.query:Downloading HB/can_61 to /home/jb2695/.ssgetpy/MM/HB/can_61
INFO:ssgetpy.query:Downloading HB/can_62 to /home/jb2695/.ssgetpy/MM/HB/can_62
INFO:ssgetpy.query:Downloading HB/can_634 to /home/jb2695/.ssgetpy/MM/HB/can_634
INFO:ssgetpy.query:Downloading HB/can_715 to /home/jb2695/.ssgetpy/MM/HB/can_715
INFO:ssgetpy.query:Downloading HB/can_73 to /home/jb2695/.ssgetpy/MM/HB/can_73
INFO:ssgetpy.query:Downloading HB/can_838 to /home/jb2695/.ssgetpy/MM/HB/can_838
INFO:ssgetpy.query:Downloading HB/can_96 to /home/jb2695/.ssgetpy/MM/HB/can_96
INFO:ssgetpy.query:Downloading HB/curtis54 to /home/jb2695/.ssgetpy/MM/HB/curtis54
INFO:ssgetpy.query:Downloading HB/dwt_1005 to /home/jb2695/.ssgetpy/MM/HB/dwt_1005
INFO:ssgetpy.query:Downloading HB/dwt_1007 to /home/jb2695/.ssgetpy/MM/HB/dwt_1007
INFO:ssgetpy.query:Downloading HB/dwt_1242 to /home/jb2695/.ssgetpy/MM/HB/dwt_1242
INFO:ssgetpy.query:Downloading HB/dwt_162 to /home/jb2695/.ssgetpy/MM/HB/dwt_162
INFO:ssgetpy.query:Downloading HB/dwt_193 to /home/jb2695/.ssgetpy/MM/HB/dwt_193
INFO:ssgetpy.query:Downloading HB/dwt_198 to /home/jb2695/.ssgetpy/MM/HB/dwt_198
INFO:ssgetpy.query:Downloading HB/dwt_209 to /home/jb2695/.ssgetpy/MM/HB/dwt_209
INFO:ssgetpy.query:Downloading HB/dwt_221 to /home/jb2695/.ssgetpy/MM/HB/dwt_221
INFO:ssgetpy.query:Downloading HB/dwt_234 to /home/jb2695/.ssgetpy/MM/HB/dwt_234
INFO:ssgetpy.query:Downloading HB/dwt_245 to /home/jb2695/.ssgetpy/MM/HB/dwt_245
INFO:ssgetpy.query:Downloading HB/dwt_2680 to /home/jb2695/.ssgetpy/MM/HB/dwt_2680
INFO:ssgetpy.query:Downloading HB/dwt_307 to /home/jb2695/.ssgetpy/MM/HB/dwt_307
INFO:ssgetpy.query:Downloading HB/dwt_310 to /home/jb2695/.ssgetpy/MM/HB/dwt_310
INFO:ssgetpy.query:Downloading HB/dwt_346 to /home/jb2695/.ssgetpy/MM/HB/dwt_346
INFO:ssgetpy.query:Downloading HB/dwt_361 to /home/jb2695/.ssgetpy/MM/HB/dwt_361
INFO:ssgetpy.query:Downloading HB/dwt_419 to /home/jb2695/.ssgetpy/MM/HB/dwt_419
INFO:ssgetpy.query:Downloading HB/dwt_492 to /home/jb2695/.ssgetpy/MM/HB/dwt_492
INFO:ssgetpy.query:Downloading HB/dwt_503 to /home/jb2695/.ssgetpy/MM/HB/dwt_503
INFO:ssgetpy.query:Downloading HB/dwt_512 to /home/jb2695/.ssgetpy/MM/HB/dwt_512
INFO:ssgetpy.query:Downloading HB/dwt_59 to /home/jb2695/.ssgetpy/MM/HB/dwt_59
INFO:ssgetpy.query:Downloading HB/dwt_592 to /home/jb2695/.ssgetpy/MM/HB/dwt_592
INFO:ssgetpy.query:Downloading HB/dwt_607 to /home/jb2695/.ssgetpy/MM/HB/dwt_607
INFO:ssgetpy.query:Downloading HB/dwt_66 to /home/jb2695/.ssgetpy/MM/HB/dwt_66
INFO:ssgetpy.query:Downloading HB/dwt_72 to /home/jb2695/.ssgetpy/MM/HB/dwt_72
INFO:ssgetpy.query:Downloading HB/dwt_758 to /home/jb2695/.ssgetpy/MM/HB/dwt_758
INFO:ssgetpy.query:Downloading HB/dwt_869 to /home/jb2695/.ssgetpy/MM/HB/dwt_869
INFO:ssgetpy.query:Downloading HB/dwt_87 to /home/jb2695/.ssgetpy/MM/HB/dwt_87
INFO:ssgetpy.query:Downloading HB/dwt_878 to /home/jb2695/.ssgetpy/MM/HB/dwt_878
INFO:ssgetpy.query:Downloading HB/dwt_918 to /home/jb2695/.ssgetpy/MM/HB/dwt_918
INFO:ssgetpy.query:Downloading HB/dwt_992 to /home/jb2695/.ssgetpy/MM/HB/dwt_992
INFO:ssgetpy.query:Downloading HB/eris1176 to /home/jb2695/.ssgetpy/MM/HB/eris1176
INFO:ssgetpy.query:Downloading HB/fs_183_1 to /home/jb2695/.ssgetpy/MM/HB/fs_183_1
INFO:ssgetpy.query:Downloading HB/fs_183_3 to /home/jb2695/.ssgetpy/MM/HB/fs_183_3
INFO:ssgetpy.query:Downloading HB/fs_183_4 to /home/jb2695/.ssgetpy/MM/HB/fs_183_4
INFO:ssgetpy.query:Downloading HB/fs_183_6 to /home/jb2695/.ssgetpy/MM/HB/fs_183_6
INFO:ssgetpy.query:Downloading HB/fs_541_1 to /home/jb2695/.ssgetpy/MM/HB/fs_541_1
INFO:ssgetpy.query:Downloading HB/fs_541_2 to /home/jb2695/.ssgetpy/MM/HB/fs_541_2
INFO:ssgetpy.query:Downloading HB/fs_541_3 to /home/jb2695/.ssgetpy/MM/HB/fs_541_3
INFO:ssgetpy.query:Downloading HB/fs_541_4 to /home/jb2695/.ssgetpy/MM/HB/fs_541_4
INFO:ssgetpy.query:Downloading HB/fs_680_1 to /home/jb2695/.ssgetpy/MM/HB/fs_680_1
INFO:ssgetpy.query:Downloading HB/fs_680_2 to /home/jb2695/.ssgetpy/MM/HB/fs_680_2
INFO:ssgetpy.query:Downloading HB/fs_680_3 to /home/jb2695/.ssgetpy/MM/HB/fs_680_3
INFO:ssgetpy.query:Downloading HB/fs_760_1 to /home/jb2695/.ssgetpy/MM/HB/fs_760_1
INFO:ssgetpy.query:Downloading HB/fs_760_2 to /home/jb2695/.ssgetpy/MM/HB/fs_760_2
INFO:ssgetpy.query:Downloading HB/fs_760_3 to /home/jb2695/.ssgetpy/MM/HB/fs_760_3
INFO:ssgetpy.query:Downloading HB/gemat1 to /home/jb2695/.ssgetpy/MM/HB/gemat1
INFO:ssgetpy.query:Downloading HB/gemat11 to /home/jb2695/.ssgetpy/MM/HB/gemat11
INFO:ssgetpy.query:Downloading HB/gemat12 to /home/jb2695/.ssgetpy/MM/HB/gemat12
INFO:ssgetpy.query:Downloading HB/gent113 to /home/jb2695/.ssgetpy/MM/HB/gent113
INFO:ssgetpy.query:Downloading HB/gr_30_30 to /home/jb2695/.ssgetpy/MM/HB/gr_30_30
INFO:ssgetpy.query:Downloading HB/gre_1107 to /home/jb2695/.ssgetpy/MM/HB/gre_1107
INFO:ssgetpy.query:Downloading HB/gre_115 to /home/jb2695/.ssgetpy/MM/HB/gre_115
INFO:ssgetpy.query:Downloading HB/gre_185 to /home/jb2695/.ssgetpy/MM/HB/gre_185
INFO:ssgetpy.query:Downloading HB/gre_216a to /home/jb2695/.ssgetpy/MM/HB/gre_216a
INFO:ssgetpy.query:Downloading HB/gre_216b to /home/jb2695/.ssgetpy/MM/HB/gre_216b
INFO:ssgetpy.query:Downloading HB/gre_343 to /home/jb2695/.ssgetpy/MM/HB/gre_343
INFO:ssgetpy.query:Downloading HB/gre_512 to /home/jb2695/.ssgetpy/MM/HB/gre_512
INFO:ssgetpy.query:Downloading HB/hor_131 to /home/jb2695/.ssgetpy/MM/HB/hor_131
INFO:ssgetpy.query:Downloading HB/ibm32 to /home/jb2695/.ssgetpy/MM/HB/ibm32
INFO:ssgetpy.query:Downloading HB/illc1033 to /home/jb2695/.ssgetpy/MM/HB/illc1033
INFO:ssgetpy.query:Downloading HB/illc1850 to /home/jb2695/.ssgetpy/MM/HB/illc1850
INFO:ssgetpy.query:Downloading HB/impcol_a to /home/jb2695/.ssgetpy/MM/HB/impcol_a
INFO:ssgetpy.query:Downloading HB/impcol_b to /home/jb2695/.ssgetpy/MM/HB/impcol_b
INFO:ssgetpy.query:Downloading HB/impcol_c to /home/jb2695/.ssgetpy/MM/HB/impcol_c
INFO:ssgetpy.query:Downloading HB/impcol_d to /home/jb2695/.ssgetpy/MM/HB/impcol_d
INFO:ssgetpy.query:Downloading HB/impcol_e to /home/jb2695/.ssgetpy/MM/HB/impcol_e
INFO:ssgetpy.query:Downloading HB/jagmesh1 to /home/jb2695/.ssgetpy/MM/HB/jagmesh1
INFO:ssgetpy.query:Downloading HB/jagmesh2 to /home/jb2695/.ssgetpy/MM/HB/jagmesh2
INFO:ssgetpy.query:Downloading HB/jagmesh3 to /home/jb2695/.ssgetpy/MM/HB/jagmesh3
INFO:ssgetpy.query:Downloading HB/jagmesh4 to /home/jb2695/.ssgetpy/MM/HB/jagmesh4
INFO:ssgetpy.query:Downloading HB/jagmesh5 to /home/jb2695/.ssgetpy/MM/HB/jagmesh5
INFO:ssgetpy.query:Downloading HB/jagmesh6 to /home/jb2695/.ssgetpy/MM/HB/jagmesh6
INFO:ssgetpy.query:Downloading HB/jagmesh7 to /home/jb2695/.ssgetpy/MM/HB/jagmesh7
INFO:ssgetpy.query:Downloading HB/jagmesh8 to /home/jb2695/.ssgetpy/MM/HB/jagmesh8
INFO:ssgetpy.query:Downloading HB/jagmesh9 to /home/jb2695/.ssgetpy/MM/HB/jagmesh9
INFO:ssgetpy.query:Downloading HB/jgl009 to /home/jb2695/.ssgetpy/MM/HB/jgl009
INFO:ssgetpy.query:Downloading HB/jgl011 to /home/jb2695/.ssgetpy/MM/HB/jgl011
INFO:ssgetpy.query:Downloading HB/jpwh_991 to /home/jb2695/.ssgetpy/MM/HB/jpwh_991
INFO:ssgetpy.query:Downloading HB/lns_131 to /home/jb2695/.ssgetpy/MM/HB/lns_131
INFO:ssgetpy.query:Downloading HB/lns_3937 to /home/jb2695/.ssgetpy/MM/HB/lns_3937
INFO:ssgetpy.query:Downloading HB/lns_511 to /home/jb2695/.ssgetpy/MM/HB/lns_511
INFO:ssgetpy.query:Downloading HB/lnsp3937 to /home/jb2695/.ssgetpy/MM/HB/lnsp3937
INFO:ssgetpy.query:Downloading HB/lnsp_131 to /home/jb2695/.ssgetpy/MM/HB/lnsp_131
INFO:ssgetpy.query:Downloading HB/lnsp_511 to /home/jb2695/.ssgetpy/MM/HB/lnsp_511
INFO:ssgetpy.query:Downloading HB/lshp1009 to /home/jb2695/.ssgetpy/MM/HB/lshp1009
INFO:ssgetpy.query:Downloading HB/lshp1270 to /home/jb2695/.ssgetpy/MM/HB/lshp1270
INFO:ssgetpy.query:Downloading HB/lshp1561 to /home/jb2695/.ssgetpy/MM/HB/lshp1561
INFO:ssgetpy.query:Downloading HB/lshp1882 to /home/jb2695/.ssgetpy/MM/HB/lshp1882
INFO:ssgetpy.query:Downloading HB/lshp2233 to /home/jb2695/.ssgetpy/MM/HB/lshp2233
INFO:ssgetpy.query:Downloading HB/lshp2614 to /home/jb2695/.ssgetpy/MM/HB/lshp2614
INFO:ssgetpy.query:Downloading HB/lshp3025 to /home/jb2695/.ssgetpy/MM/HB/lshp3025
INFO:ssgetpy.query:Downloading HB/lshp3466 to /home/jb2695/.ssgetpy/MM/HB/lshp3466
INFO:ssgetpy.query:Downloading HB/lshp_265 to /home/jb2695/.ssgetpy/MM/HB/lshp_265
INFO:ssgetpy.query:Downloading HB/lshp_406 to /home/jb2695/.ssgetpy/MM/HB/lshp_406
INFO:ssgetpy.query:Downloading HB/lshp_577 to /home/jb2695/.ssgetpy/MM/HB/lshp_577
INFO:ssgetpy.query:Downloading HB/lshp_778 to /home/jb2695/.ssgetpy/MM/HB/lshp_778
INFO:ssgetpy.query:Downloading HB/lund_a to /home/jb2695/.ssgetpy/MM/HB/lund_a
INFO:ssgetpy.query:Downloading HB/lund_b to /home/jb2695/.ssgetpy/MM/HB/lund_b
INFO:ssgetpy.query:Downloading HB/mahindas to /home/jb2695/.ssgetpy/MM/HB/mahindas
INFO:ssgetpy.query:Downloading HB/mbeacxc to /home/jb2695/.ssgetpy/MM/HB/mbeacxc
INFO:ssgetpy.query:Downloading HB/mbeaflw to /home/jb2695/.ssgetpy/MM/HB/mbeaflw
INFO:ssgetpy.query:Downloading HB/mbeause to /home/jb2695/.ssgetpy/MM/HB/mbeause
INFO:ssgetpy.query:Downloading HB/mcca to /home/jb2695/.ssgetpy/MM/HB/mcca
INFO:ssgetpy.query:Downloading HB/mcfe to /home/jb2695/.ssgetpy/MM/HB/mcfe
INFO:ssgetpy.query:Downloading HB/nnc1374 to /home/jb2695/.ssgetpy/MM/HB/nnc1374
INFO:ssgetpy.query:Downloading HB/nnc261 to /home/jb2695/.ssgetpy/MM/HB/nnc261
INFO:ssgetpy.query:Downloading HB/nnc666 to /home/jb2695/.ssgetpy/MM/HB/nnc666
INFO:ssgetpy.query:Downloading HB/nos1 to /home/jb2695/.ssgetpy/MM/HB/nos1
INFO:ssgetpy.query:Downloading HB/nos2 to /home/jb2695/.ssgetpy/MM/HB/nos2
INFO:ssgetpy.query:Downloading HB/nos3 to /home/jb2695/.ssgetpy/MM/HB/nos3
INFO:ssgetpy.query:Downloading HB/nos4 to /home/jb2695/.ssgetpy/MM/HB/nos4
INFO:ssgetpy.query:Downloading HB/nos5 to /home/jb2695/.ssgetpy/MM/HB/nos5
INFO:ssgetpy.query:Downloading HB/nos6 to /home/jb2695/.ssgetpy/MM/HB/nos6
INFO:ssgetpy.query:Downloading HB/nos7 to /home/jb2695/.ssgetpy/MM/HB/nos7
INFO:ssgetpy.query:Downloading HB/orani678 to /home/jb2695/.ssgetpy/MM/HB/orani678
INFO:ssgetpy.query:Downloading HB/orsirr_1 to /home/jb2695/.ssgetpy/MM/HB/orsirr_1
INFO:ssgetpy.query:Downloading HB/orsirr_2 to /home/jb2695/.ssgetpy/MM/HB/orsirr_2
INFO:ssgetpy.query:Downloading HB/orsreg_1 to /home/jb2695/.ssgetpy/MM/HB/orsreg_1
INFO:ssgetpy.query:Downloading HB/plat1919 to /home/jb2695/.ssgetpy/MM/HB/plat1919
INFO:ssgetpy.query:Downloading HB/plat362 to /home/jb2695/.ssgetpy/MM/HB/plat362
INFO:ssgetpy.query:Downloading HB/plsk1919 to /home/jb2695/.ssgetpy/MM/HB/plsk1919
INFO:ssgetpy.query:Downloading HB/plskz362 to /home/jb2695/.ssgetpy/MM/HB/plskz362
INFO:ssgetpy.query:Downloading HB/pores_1 to /home/jb2695/.ssgetpy/MM/HB/pores_1
INFO:ssgetpy.query:Downloading HB/pores_2 to /home/jb2695/.ssgetpy/MM/HB/pores_2
INFO:ssgetpy.query:Downloading HB/pores_3 to /home/jb2695/.ssgetpy/MM/HB/pores_3
INFO:ssgetpy.query:Downloading HB/psmigr_1 to /home/jb2695/.ssgetpy/MM/HB/psmigr_1
INFO:ssgetpy.query:Downloading HB/psmigr_2 to /home/jb2695/.ssgetpy/MM/HB/psmigr_2
INFO:ssgetpy.query:Downloading HB/psmigr_3 to /home/jb2695/.ssgetpy/MM/HB/psmigr_3
INFO:ssgetpy.query:Downloading HB/rgg010 to /home/jb2695/.ssgetpy/MM/HB/rgg010
INFO:ssgetpy.query:Downloading HB/saylr1 to /home/jb2695/.ssgetpy/MM/HB/saylr1
INFO:ssgetpy.query:Downloading HB/saylr3 to /home/jb2695/.ssgetpy/MM/HB/saylr3
INFO:ssgetpy.query:Downloading HB/saylr4 to /home/jb2695/.ssgetpy/MM/HB/saylr4
INFO:ssgetpy.query:Downloading HB/sherman1 to /home/jb2695/.ssgetpy/MM/HB/sherman1
INFO:ssgetpy.query:Downloading HB/sherman2 to /home/jb2695/.ssgetpy/MM/HB/sherman2
INFO:ssgetpy.query:Downloading HB/sherman3 to /home/jb2695/.ssgetpy/MM/HB/sherman3
INFO:ssgetpy.query:Downloading HB/sherman4 to /home/jb2695/.ssgetpy/MM/HB/sherman4
INFO:ssgetpy.query:Downloading HB/sherman5 to /home/jb2695/.ssgetpy/MM/HB/sherman5
INFO:ssgetpy.query:Downloading HB/shl_0 to /home/jb2695/.ssgetpy/MM/HB/shl_0
INFO:ssgetpy.query:Downloading HB/shl_200 to /home/jb2695/.ssgetpy/MM/HB/shl_200
INFO:ssgetpy.query:Downloading HB/shl_400 to /home/jb2695/.ssgetpy/MM/HB/shl_400
INFO:ssgetpy.query:Downloading HB/sstmodel to /home/jb2695/.ssgetpy/MM/HB/sstmodel
INFO:ssgetpy.query:Downloading HB/steam1 to /home/jb2695/.ssgetpy/MM/HB/steam1
INFO:ssgetpy.query:Downloading HB/steam2 to /home/jb2695/.ssgetpy/MM/HB/steam2
INFO:ssgetpy.query:Downloading HB/steam3 to /home/jb2695/.ssgetpy/MM/HB/steam3
INFO:ssgetpy.query:Downloading HB/str_0 to /home/jb2695/.ssgetpy/MM/HB/str_0
INFO:ssgetpy.query:Downloading HB/str_200 to /home/jb2695/.ssgetpy/MM/HB/str_200
